question,answer,link
What should I do if my facial recognition at the ATM with GovCash functions is unsuccessful? ,"[""Should the ATM be unable to verify your identity via Singpass Face Verification after repeated tries, you may visit a NEW ATM located at selected OCBC branches (refer to OCBC website for latest list of NEW ATMs) during the branch operating hours, and OCBC's Digital Ambassadors will be available to assist you with your GovCash transactions.""]",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/what-should-i-do-if-my-facial-recognition-at-the-atm-with-govcas
Where can I seek help regarding my GovCash withdrawal?,"['Singaporeans who require assistance with their GovCash withdrawals can visit a NEW ATM located at selected OCBC branches (refer to OCBC website for latest list of NEW ATMs) during the branch operating hours, and OCBC Digital Ambassadors will be available to assist you.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/where-can-i-seek-help-regarding-my-govcash-withdrawal-
How can I help a beneficiary with medical condition (e.g. physically immobile or mentally incapacitated) to withdraw their GovCash monies?,"['You can help a beneficiary with medical condition (e.g. who is physically immobile or mentally incapacitated) to withdraw their GovCash monies if you are:', 'To help with the withdrawal of the GovCash monies, please bring the following documents and visit any OCBC-New ATM during branch operating hours, where OCBC Digital Ambassadors will be available to render assistance:', ""a) Original documentary evidence stating the beneficiary's medical condition (e.g. doctor's memorandum, medical report or court order). The date of the document(s) should not be more than 1 year from the withdrawal date, unless it specifically states that the patient's condition is permanent or the condition is known to be permanent (e.g. bedridden, immobile, physically incapacitated, disabled, intellectually disabled, autism, down syndrome, cerebral palsy, etc);.\nb) A photocopy of the beneficiary’s NRIC;\nc) Your original NRIC; and\nd) Beneficiary’s GovCash Payment Reference Number (PRN)"", 'You may be required to sign a Letter of Indemnity at the bank, witnessed by the bank officer.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-can-i-help-a-beneficiary-with-medical-condition--e-g--physic
Is there a specific time frame for me to withdraw/utilise my GovCash?,"['You can choose to withdraw/utilise your GovCash at your convenience. However, as the intent of the scheme is to supplement your income and retirement savings, you are encouraged to withdraw/utilise your GovCash for daily expenses.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/is-there-a-specific-time-frame-for-me-to-withdraw-utilize-my-gov
How do I check my GovCash balance?,"['To check your GovCash balance, please visit any OCBC ATMs with your 8-digit Payment Reference Number (PRN). Upon successful authentication, you will be able to view your GovCash balance. Alternatively, you may login to the LifeSG mobile app using your Singpass to view your GovCash balance and transaction history. You may refer to the step-by-step guide for detailed instructions.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-do-i-check-my-govcash-balance-
How do I know if the merchants allow me to make purchases using my GovCash?,['You can only make purchases using GovCash at merchants that accept PayNow/NETS QR code using the LifeSG app. You can look out for the PayNow/NETS logo on the SG QR label that is displayed by the merchants.'],https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-do-i-know-if-the-merchants-allow-me-to-make-purchases-using-
"If my GovCash balance is insufficient to make payments to merchants, can I top-up using my own funds?","['Topping up your GovCash balance in the LifeSG mobile app is not possible. For purchases of amounts above your GovCash balance, please pay the difference using other payment modes that the merchants accept (e.g. cash, debit/credit cards).']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/if-my-govcash-balance-is-insufficient-to-make-payments-to-mercha
Can I cancel the payment after I have confirmed the payment utilising my GovCash on the LifeSG mobile app?,"['No, your GovCash balance will be deducted upon successful payment.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/can-i-cancel-the-payment-after-i-have-confirmed-the-payment-util
What should I do if I do not want to receive my payments via GovCash?,"['There are two options for you if you do not wish to receive your payments via GovCash:', 'Option 1: Register for PayNow-NRIC-linked bank account', 'We encourage you to register for PayNow-NRIC-linked bank account with your preferred bank. You may contact your bank for specific details on how to register your NRIC on PayNow.', 'If you have linked your NRIC to PayNow, your future cash payments (if any) will be automatically credited to your PayNow-NRIC-linked bank account. You may contact your bank to check if you are registered on PayNow-NRIC.', 'Option 2: Register your bank account details', 'Alternatively, you can choose to receive your payments via crediting to your bank account. To do so, you may login to the e-services using your Singpass, select “Bank Account Submission” and update your POSB/DBS, OCBC or UOB bank account details.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/what-should-i-do-if-i-do-not-want-to-receive-my-payments-via-gov
Can Silver Support be paid on a monthly basis instead of a quarterly basis?,"['Silver Support (SS) payments are made ahead of the quarter, as shown below:', 'Paying ahead in 3-month tranches gives the recipients greater flexibility to manage their expenses. Monthly payments will reduce such flexibility.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/can-silver-support-be-paid-on-a-monthly-basis
